5,7,646.94,258.26,120.04,254.42,0.82,-1,-1,-1
5,8,755.46,244.78,109.21,268.33,0.82,-1,-1,-1
5,9,168.20,194.48,108.08,274.01,0.75,-1,-1,-1
5,10,586.15,201.96,104.13,258.39,0.82,-1,-1,-1
5,11,689.23,161.20,57.60,171.10,0.69,-1,-1,-1
5,12,571.77,150.15,44.67,138.92,0.74,-1,-1,-1
5,13,303.10,176.09,50.24,125.67,0.68,-1,-1,-1
5,14,270.83,217.46,107.96,301.71,0.74,-1,-1,-1
5,15,600.23,160.87,48.06,138.34,0.66,-1,-1,-1
5,16,1142.85,272.30,252.09,537.08,0.48,-1,-1,-1
6,1,406.11,234.48,124.36,282.45,0.89,-1,-1,-1
6,2,170.49,232.72,182.02,460.21,0.89,-1,-1,-1
6,3,923.54,213.20,256.74,593.88,0.87,-1,-1,-1
6,4,540.42,266.29,120.44,254.86,0.87,-1,-1,-1
6,5,322.31,343.11,97.92,225.35,0.87,-1,-1,-1
6,6,540.43,171.70,42.52,112.00,0.83,-1,-1,-1
6,7,647.57,258.48,120.07,254.67,0.79,-1,-1,-1
6,8,755.15,243.77,110.01,269.17,0.82,-1,-1,-1
6,9,172.76,193.01,107.13,269.51,0.75,-1,-1,-1
6,10,585.25,196.10,106.50,264.45,0.80,-1,-1,-1
6,11,689.35,161.55,52.60,155.15,0.73,-1,-1,-1
6,12,571.79,149.93,44.89,139.77,0.74,-1,-1,-1
6,13,301.98,175.83,52.63,130.98,0.67,-1,-1,-1
6,14,272.84,216.77,107.79,301.43,0.74,-1,-1,-1
6,15,600.11,161.61,48.31,138.86,0.67,-1,-1,-1
6,16,1144.50,275.89,247.47,530.28,0.51,-1,-1,-1
7,1,409.92,232.43,124.36,283.16,0.89,-1,-1,-1
7,2,174.67,233.97,178.32,451.20,0.89,-1,-1,-1
7,3,924.34,212.85,256.13,593.27,0.87,-1,-1,-1
7,4,540.35,265.46,120.09,255.07,0.87,-1,-1,-1
7,5,324.08,341.68,98.11,224.97,0.87,-1,-1,-1
7,6,540.62,171.72,42.53,112.00,0.83,-1,-1,-1
7,7,647.52,259.97,118.52,252.41,0.78,-1,-1,-1
7,8,756.92,243.35,110.13,268.89,0.81,-1,-1,-1
7,9,174.21,192.28,107.62,269.72,0.74,-1,-1,-1
7,10,587.00,195.78,106.21,264.23,0.80,-1,-1,-1
7,11,687.81,159.51,51.62,150.93,0.74,-1,-1,-1
7,12,571.77,149.81,44.94,140.03,0.73,-1,-1,-1
7,13,303.13,175.76,52.06,128.45,0.68,-1,-1,-1
7,14,274.05,216.73,107.95,302.22,0.71,-1,-1,-1
7,15,599.84,162.30,48.05,137.73,0.71,-1,-1,-1
7,16,1144.46,272.78,245.07,526.49,0.53,-1,-1,-1
8,1,413.53,230.50,123.88,282.72,0.90,-1,-1,-1
8,2,178.85,234.04,174.92,443.94,0.89,-1,-1,-1
8,3,924.43,212.30,255.48,593.24,0.87,-1,-1,-1
8,4,540.30,265.02,119.94,255.49,0.87,-1,-1,-1
8,5,325.22,339.00,98.04,224.01,0.87,-1,-1,-1
8,6,540.27,171.23,42.45,111.78,0.83,-1,-1,-1
8,7,647.08,259.24,117.99,252.36,0.78,-1,-1,-1
8,8,758.33,242.88,110.48,269.30,0.81,-1,-1,-1
8,9,174.25,190.32,113.27,284.59,0.74,-1,-1,-1
8,10,588.41,196.29,106.01,263.77,0.80,-1,-1,-1
8,11,686.74,159.18,52.68,152.99,0.74,-1,-1,-1
8,12,571.41,148.45,45.21,140.98,0.74,-1,-1,-1
8,13,301.12,175.51,53.78,132.35,0.70,-1,-1,-1
8,14,275.64,216.02,107.65,302.25,0.69,-1,-1,-1
8,15,598.58,161.76,50.09,142.92,0.70,-1,-1,-1
8,16,1140.24,278.55,243.55,522.92,0.40,-1,-1,-1
8,17,-45.03,299.04,79.37,192.92,0.53,-1,-1,-1
9,1,417.46,228.86,122.63,280.69,0.91,-1,-1,-1
9,2,178.10,232.65,173.91,441.92,0.89,-1,-1,-1
9,3,925.62,212.51,253.71,590.33,0.87,-1,-1,-1
9,4,540.12,263.95,120.19,256.96,0.87,-1,-1,-1
9,5,327.87,334.24,99.76,227.93,0.87,-1,-1,-1
9,6,540.24,171.09,42.56,112.14,0.84,-1,-1,-1
9,7,647.82,258.89,117.45,253.08,0.80,-1,-1,-1
9,8,758.13,242.33,110.87,269.47,0.82,-1,-1,-1
9,9,176.25,192.81,111.81,281.56,0.76,-1,-1,-1
9,10,589.53,197.88,105.31,261.82,0.81,-1,-1,-1
9,11,682.79,155.92,58.15,167.43,0.75,-1,-1,-1
9,12,571.37,147.91,45.68,142.50,0.74,-1,-1,-1
9,13,300.32,174.98,55.73,137.28,0.67,-1,-1,-1
9,14,274.25,213.60,108.59,306.31,0.75,-1,-1,-1
9,15,598.40,161.32,50.13,142.06,0.67,-1,-1,-1
9,16,1135.34,272.01,247.99,532.69,0.36,-1,-1,-1
9,17,-44.06,299.63,80.55,196.00,0.67,-1,-1,-1
10,1,419.79,227.02,122.27,280.46,0.91,-1,-1,-1
10,2,182.53,232.51,169.00,429.51,0.89,-1,-1,-1
10,3,926.44,212.07,253.02,590.01,0.88,-1,-1,-1
10,4,540.84,264.55,119.97,257.05,0.87,-1,-1,-1
10,5,331.73,332.52,99.64,228.04,0.87,-1,-1,-1
10,6,540.18,171.14,42.44,111.86,0.84,-1,-1,-1
10,7,648.85,259.84,115.83,250.98,0.80,-1,-1,-1
10,8,757.41,241.74,111.16,269.16,0.82,-1,-1,-1
10,9,179.07,191.97,116.16,293.08,0.72,-1,-1,-1
10,10,591.34,197.84,105.48,261.63,0.80,-1,-1,-1
10,11,680.11,154.88,58.60,166.46,0.78,-1,-1,-1
10,12,571.79,147.62,45.94,143.19,0.73,-1,-1,-1
10,13,300.42,174.64,56.46,139.19,0.66,-1,-1,-1
10,14,271.42,209.51,111.43,315.77,0.78,-1,-1,-1
10,15,596.99,159.49,52.21,147.07,0.72,-1,-1,-1
10,16,1135.79,278.72,245.95,525.66,0.27,-1,-1,-1
10,17,-42.59,300.62,80.49,196.20,0.69,-1,-1,-1
11,1,422.44,225.17,121.68,278.42,0.91,-1,-1,-1
11,2,184.78,231.28,167.05,424.04,0.89,-1,-1,-1
11,3,926.83,212.86,251.46,587.41,0.88,-1,-1,-1
11,4,544.31,267.30,117.91,252.25,0.87,-1,-1,-1
11,5,335.44,331.28,99.18,227.37,0.85,-1,-1,-1
11,6,539.90,170.60,42.50,112.13,0.83,-1,-1,-1
11,7,648.52,255.63,116.84,254.54,0.77,-1,-1,-1
11,8,756.87,241.36,111.62,269.47,0.82,-1,-1,-1
11,9,185.95,194.56,109.92,278.06,0.66,-1,-1,-1
11,10,590.95,198.31,104.75,258.66,0.78,-1,-1,-1
11,11,679.02,154.09,58.37,163.66,0.76,-1,-1,-1
11,12,572.36,147.26,46.05,143.30,0.72,-1,-1,-1
11,13,301.19,174.34,55.89,137.71,0.67,-1,-1,-1
11,14,272.38,209.47,112.92,320.99,0.79,-1,-1,-1
11,15,596.28,158.42,52.99,148.48,0.69,-1,-1,-1
11,16,1136.54,275.97,246.78,524.96,0.29,-1,-1,-1
11,17,-41.64,301.33,79.72,194.80,0.68,-1,-1,-1
12,1,424.66,224.68,121.68,277.27,0.90,-1,-1,-1
12,2,184.81,229.30,166.28,422.06,0.89,-1,-1,-1
12,3,926.60,211.74,251.41,588.09,0.87,-1,-1,-1
12,4,542.44,262.36,119.67,256.40,0.85,-1,-1,-1
12,5,340.75,329.49,98.52,225.84,0.85,-1,-1,-1
12,6,539.53,170.29,42.34,111.62,0.83,-1,-1,-1
12,7,648.96,252.12,117.58,257.99,0.76,-1,-1,-1
12,8,755.69,240.87,111.91,269.81,0.82,-1,-1,-1
12,9,191.21,196.55,106.11,268.58,0.69,-1,-1,-1
12,10,590.06,196.69,105.96,260.28,0.80,-1,-1,-1
12,11,677.58,153.47,59.31,164.49,0.75,-1,-1,-1
12,12,572.71,146.34,46.32,143.84,0.70,-1,-1,-1
12,13,301.33,174.80,55.41,136.38,0.68,-1,-1,-1
12,14,272.50,209.63,113.67,323.61,0.81,-1,-1,-1
12,15,596.20,155.33,54.81,153.26,0.65,-1,-1,-1
12,16,1138.84,275.20,245.23,518.92,0.24,-1,-1,-1
12,17,-41.97,298.34,80.33,196.68,0.63,-1,-1,-1
13,1,427.41,223.78,123.25,280.60,0.88,-1,-1,-1
13,2,183.99,228.30,165.18,419.51,0.89,-1,-1,-1
13,3,927.22,212.21,250.24,586.01,0.88,-1,-1,-1
13,4,541.92,260.08,119.39,256.09,0.85,-1,-1,-1
13,5,345.10,327.99,98.57,225.10,0.84,-1,-1,-1
13,6,539.35,170.30,42.13,110.90,0.82,-1,-1,-1
13,7,650.11,254.93,115.50,255.00,0.79,-1,-1,-1
13,8,756.08,240.33,111.96,269.98,0.81,-1,-1,-1
13,9,195.11,196.54,106.10,268.72,0.69,-1,-1,-1
13,10,590.55,195.43,106.87,260.89,0.81,-1,-1,-1
13,11,674.99,150.09,61.63,169.37,0.76,-1,-1,-1
13,12,573.20,145.50,46.39,143.55,0.68,-1,-1,-1
13,13,301.61,174.72,54.95,135.06,0.67,-1,-1,-1
13,14,271.50,207.47,115.55,329.67,0.82,-1,-1,-1
13,15,596.30,154.81,54.55,151.90,0.62,-1,-1,-1
13,16,1133.11,270.46,248.38,523.25,0.24,-1,-1,-1
13,17,-42.26,295.13,81.07,199.05,0.61,-1,-1,-1
14,1,430.10,223.87,123.65,280.96,0.88,-1,-1,-1
14,2,182.15,226.81,164.59,418.53,0.89,-1,-1,-1
14,3,928.20,211.05,250.10,585.88,0.88,-1,-1,-1
14,4,542.25,259.10,118.99,255.44,0.86,-1,-1,-1
14,5,349.15,327.49,97.86,222.72,0.83,-1,-1,-1
14,6,539.66,169.86,41.88,110.05,0.83,-1,-1,-1
14,7,651.39,255.81,114.31,253.86,0.78,-1,-1,-1
14,8,757.38,239.12,112.29,270.78,0.81,-1,-1,-1
14,9,195.04,195.63,109.59,278.24,0.59,-1,-1,-1
14,10,592.74,195.85,107.14,260.34,0.82,-1,-1,-1
14,11,673.85,149.97,59.69,162.70,0.78,-1,-1,-1
14,12,573.15,144.89,46.15,142.64,0.71,-1,-1,-1
14,13,301.19,174.23,56.30,138.84,0.66,-1,-1,-1
14,14,271.43,205.67,116.37,331.88,0.83,-1,-1,-1
14,15,595.83,155.19,54.28,150.70,0.68,-1,-1,-1
14,16,1129.16,268.61,250.36,525.61,0.21,-1,-1,-1
14,17,-43.54,288.83,83.30,205.19,0.62,-1,-1,-1
15,1,432.32,224.69,123.89,280.26,0.88,-1,-1,-1
15,2,180.65,225.40,163.51,415.89,0.89,-1,-1,-1
15,3,928.34,209.36,250.69,587.74,0.88,-1,-1,-1
15,4,542.18,257.41,119.52,257.10,0.85,-1,-1,-1
15,5,353.26,327.25,97.54,221.59,0.84,-1,-1,-1
15,6,539.88,168.92,41.90,109.80,0.84,-1,-1,-1
15,7,656.20,259.20,110.58,248.57,0.80,-1,-1,-1
15,8,757.84,238.50,112.54,271.84,0.82,-1,-1,-1
15,9,207.89,194.35,102.49,259.55,0.63,-1,-1,-1
15,10,593.25,195.81,106.65,258.98,0.82,-1,-1,-1
15,11,674.03,152.13,58.36,157.43,0.77,-1,-1,-1
15,12,572.71,144.64,46.21,142.53,0.70,-1,-1,-1
15,13,301.97,173.28,58.49,144.07,0.63,-1,-1,-1
15,14,272.57,203.53,117.54,335.62,0.83,-1,-1,-1
15,15,594.76,154.59,55.27,153.04,0.74,-1,-1,-1
15,16,1136.95,254.28,254.85,535.89,0.26,-1,-1,-1
15,17,-42.08,283.61,84.55,209.09,0.68,-1,-1,-1
16,1,433.91,225.81,124.00,279.01,0.88,-1,-1,-1
16,2,178.94,223.83,162.86,413.57,0.89,-1,-1,-1
16,3,928.84,207.98,250.15,586.66,0.88,-1,-1,-1
16,4,541.48,256.96,120.16,258.46,0.85,-1,-1,-1
16,5,356.17,325.54,97.55,221.82,0.85,-1,-1,-1
16,6,540.28,167.59,42.08,110.06,0.84,-1,-1,-1
16,7,656.50,258.19,110.06,248.86,0.78,-1,-1,-1
16,8,757.49,237.43,112.50,270.99,0.80,-1,-1,-1
16,9,216.04,195.00,98.36,248.01,0.67,-1,-1,-1
16,10,592.44,195.44,106.84,258.91,0.81,-1,-1,-1
16,11,673.27,151.53,58.46,156.06,0.78,-1,-1,-1
16,12,571.44,144.25,46.09,142.05,0.68,-1,-1,-1
16,13,300.98,172.30,60.18,148.38,0.67,-1,-1,-1
16,14,275.61,201.07,115.39,329.72,0.82,-1,-1,-1
16,15,594.70,153.77,54.74,151.11,0.72,-1,-1,-1
16,16,1139.29,250.57,249.64,527.74,0.41,-1,-1,-1
16,17,-41.85,280.29,85.31,211.62,0.72,-1,-1,-1
17,1,434.55,226.01,124.31,278.54,0.88,-1,-1,-1
17,2,178.18,221.11,164.49,415.86,0.87,-1,-1,-1
17,3,931.19,208.44,248.35,582.78,0.88,-1,-1,-1
17,4,541.52,256.29,120.45,259.43,0.85,-1,-1,-1
17,5,359.23,323.23,97.09,222.15,0.84,-1,-1,-1
17,6,540.12,166.81,42.09,109.75,0.84,-1,-1,-1
17,7,654.78,253.63,111.26,252.92,0.75,-1,-1,-1
17,8,757.17,236.70,112.94,270.81,0.80,-1,-1,-1
17,9,219.70,190.58,109.97,280.64,0.55,-1,-1,-1
17,10,590.29,194.92,107.62,259.90,0.81,-1,-1,-1
17,11,672.44,153.01,57.69,152.44,0.76,-1,-1,-1
17,12,571.30,143.58,45.79,141.24,0.70,-1,-1,-1
17,13,301.35,171.12,61.51,152.16,0.60,-1,-1,-1
17,14,278.86,198.82,113.73,326.55,0.83,-1,-1,-1
17,15,594.59,152.78,54.40,149.75,0.73,-1,-1,-1
17,16,1139.82,260.88,239.01,508.93,0.39,-1,-1,-1
17,17,-41.76,277.60,85.54,212.85,0.74,-1,-1,-1
18,1,435.09,225.55,124.75,278.19,0.88,-1,-1,-1
18,2,175.53,220.19,166.07,417.09,0.86,-1,-1,-1
18,3,932.24,208.92,246.21,577.33,0.88,-1,-1,-1
18,4,541.71,255.32,120.88,260.44,0.85,-1,-1,-1
18,5,360.24,321.72,96.14,221.78,0.82,-1,-1,-1
18,6,539.59,165.69,42.47,110.39,0.83,-1,-1,-1
18,7,653.32,250.59,111.96,256.12,0.75,-1,-1,-1
18,8,757.67,237.46,112.45,268.65,0.80,-1,-1,-1
18,9,240.27,194.45,99.89,258.98,0.48,-1,-1,-1
18,10,589.62,195.70,107.66,259.65,0.80,-1,-1,-1
18,11,670.16,153.30,59.38,156.62,0.72,-1,-1,-1
18,12,571.68,141.91,45.82,141.57,0.71,-1,-1,-1
18,13,303.40,169.47,58.34,143.46,0.51,-1,-1,-1
18,14,281.41,200.72,111.25,320.07,0.83,-1,-1,-1
18,15,594.16,151.43,54.73,150.32,0.72,-1,-1,-1
18,16,1139.69,270.22,232.78,499.19,0.45,-1,-1,-1
18,17,-40.59,278.19,85.02,212.19,0.77,-1,-1,-1
19,1,434.26,224.68,124.62,277.88,0.88,-1,-1,-1
19,2,172.29,221.58,166.46,414.12,0.87,-1,-1,-1
19,3,933.51,209.30,244.24,572.01,0.88,-1,-1,-1
19,4,542.63,254.41,120.65,260.40,0.86,-1,-1,-1
19,5,360.79,321.20,94.80,220.83,0.80,-1,-1,-1
19,6,538.74,165.17,42.40,110.38,0.83,-1,-1,-1
19,7,659.20,254.46,107.37,248.02,0.77,-1,-1,-1
19,8,757.37,236.20,112.75,269.16,0.79,-1,-1,-1
19,9,250.74,194.79,92.72,243.19,0.56,-1,-1,-1
19,10,590.12,196.08,106.92,258.12,0.81,-1,-1,-1
19,11,667.86,149.02,59.77,156.42,0.76,-1,-1,-1
19,12,571.83,140.44,46.12,142.91,0.72,-1,-1,-1
19,13,302.62,167.97,57.11,139.45,0.57,-1,-1,-1
19,14,285.77,202.39,109.11,313.78,0.84,-1,-1,-1
19,15,594.81,150.17,54.26,148.42,0.69,-1,-1,-1
19,16,1141.09,274.81,230.34,497.76,0.46,-1,-1,-1
19,17,-38.19,281.08,83.28,208.25,0.79,-1,-1,-1
20,1,433.97,223.68,124.29,277.79,0.87,-1,-1,-1
20,2,171.19,222.15,166.50,410.38,0.86,-1,-1,-1
20,3,935.02,210.14,241.48,564.13,0.88,-1,-1,-1
20,4,543.44,254.59,119.98,258.82,0.87,-1,-1,-1
20,5,362.31,320.47,92.80,218.16,0.78,-1,-1,-1
20,6,538.41,163.92,42.48,110.78,0.81,-1,-1,-1
20,7,662.00,255.84,106.38,248.12,0.80,-1,-1,-1
20,8,758.92,235.61,112.32,268.97,0.79,-1,-1,-1
20,9,254.61,193.25,88.61,234.88,0.54,-1,-1,-1
20,10,591.49,195.70,105.72,255.78,0.81,-1,-1,-1
20,11,665.07,147.10,60.44,156.35,0.71,-1,-1,-1
20,12,572.49,138.93,46.17,143.42,0.73,-1,-1,-1
20,13,301.32,165.80,60.91,148.32,0.58,-1,-1,-1
20,14,288.07,201.68,108.84,311.98,0.85,-1,-1,-1
20,15,599.20,151.60,51.28,140.40,0.62,-1,-1,-1
20,16,1144.89,275.68,228.84,498.69,0.47,-1,-1,-1
20,17,-36.43,281.77,82.48,206.73,0.81,-1,-1,-1
21,1,433.53,221.73,124.20,278.94,0.87,-1,-1,-1
21,2,165.32,220.65,168.79,409.59,0.83,-1,-1,-1
21,3,936.93,210.15,240.62,560.75,0.88,-1,-1,-1
21,4,544.67,255.57,118.80,256.08,0.87,-1,-1,-1
21,5,368.60,321.86,88.13,209.41,0.81,-1,-1,-1
21,6,537.97,162.12,42.87,112.10,0.82,-1,-1,-1
21,7,663.80,255.91,105.26,247.99,0.81,-1,-1,-1
21,8,760.14,234.86,112.37,269.58,0.79,-1,-1,-1
21,9,259.51,194.24,88.23,236.30,0.62,-1,-1,-1
21,10,595.00,194.18,104.27,253.90,0.81,-1,-1,-1
21,11,664.23,149.25,59.38,151.86,0.73,-1,-1,-1
21,12,573.09,138.53,46.06,143.51,0.72,-1,-1,-1
21,13,302.20,164.99,58.72,140.88,0.52,-1,-1,-1
21,14,290.51,203.39,107.43,306.15,0.85,-1,-1,-1
21,15,596.08,148.38,54.26,148.17,0.70,-1,-1,-1
21,16,1147.28,272.17,228.51,502.66,0.56,-1,-1,-1
21,17,-34.22,281.36,82.06,206.11,0.81,-1,-1,-1
21,18,497.85,149.25,40.40,119.06,0.62,-1,-1,-1
22,1,433.57,220.07,123.77,279.18,0.87,-1,-1,-1
22,2,162.19,217.33,170.30,408.85,0.83,-1,-1,-1
22,3,937.17,209.07,239.90,558.06,0.88,-1,-1,-1
22,4,545.79,255.64,117.58,253.31,0.86,-1,-1,-1
22,5,373.84,321.46,85.18,204.51,0.83,-1,-1,-1
22,6,538.12,160.53,43.11,113.12,0.84,-1,-1,-1
22,7,665.31,254.63,103.91,247.23,0.82,-1,-1,-1
22,8,761.50,233.69,112.84,270.89,0.79,-1,-1,-1
22,9,260.31,193.80,91.05,244.45,0.65,-1,-1,-1
22,10,597.04,193.11,103.69,253.95,0.82,-1,-1,-1
22,11,662.99,149.21,59.18,150.31,0.77,-1,-1,-1
22,12,575.44,137.35,46.69,145.61,0.74,-1,-1,-1
22,13,301.41,163.52,58.84,139.13,0.49,-1,-1,-1
22,14,291.53,201.88,107.29,304.76,0.84,-1,-1,-1
22,15,594.74,146.24,56.13,153.28,0.72,-1,-1,-1
22,16,1150.29,270.18,230.49,510.99,0.45,-1,-1,-1
22,17,-32.30,281.25,81.06,203.57,0.81,-1,-1,-1
22,18,497.36,147.56,40.87,120.46,0.54,-1,-1,-1
23,1,434.13,218.45,122.05,276.68,0.87,-1,-1,-1
23,2,162.97,211.75,172.48,411.70,0.83,-1,-1,-1
23,3,937.78,208.72,240.31,557.39,0.88,-1,-1,-1
23,4,546.35,254.99,117.43,253.11,0.86,-1,-1,-1
23,5,377.58,320.56,83.26,201.88,0.80,-1,-1,-1
23,6,538.71,158.66,43.77,114.78,0.85,-1,-1,-1
23,7,665.22,252.93,103.82,249.33,0.80,-1,-1,-1
23,8,761.52,231.81,114.22,274.35,0.77,-1,-1,-1
23,9,256.89,188.19,102.68,276.23,0.69,-1,-1,-1
23,10,598.49,193.59,103.38,253.77,0.83,-1,-1,-1
23,11,660.92,148.67,60.81,153.82,0.76,-1,-1,-1
23,12,577.13,136.65,46.54,145.19,0.75,-1,-1,-1
23,13,301.43,164.17,62.81,146.62,0.27,-1,-1,-1
23,14,291.45,197.98,110.31,310.54,0.84,-1,-1,-1
23,15,595.96,145.47,55.42,151.53,0.72,-1,-1,-1
23,16,1153.49,264.22,233.44,522.01,0.46,-1,-1,-1
23,17,-30.79,281.19,80.13,201.23,0.80,-1,-1,-1
23,18,497.14,146.02,41.08,121.12,0.40,-1,-1,-1
24,1,434.38,215.65,121.66,277.80,0.87,-1,-1,-1
24,2,165.39,210.06,171.36,408.85,0.83,-1,-1,-1
24,3,934.88,200.96,245.72,571.18,0.87,-1,-1,-1
24,4,547.20,252.97,118.22,255.18,0.86,-1,-1,-1
24,5,380.99,318.76,81.92,200.80,0.80,-1,-1,-1
24,6,538.68,157.38,44.03,115.39,0.84,-1,-1,-1
24,7,665.59,252.12,103.44,250.40,0.81,-1,-1,-1
24,8,761.77,229.13,115.09,277.95,0.78,-1,-1,-1
24,9,257.14,185.21,105.82,284.71,0.66,-1,-1,-1
24,10,598.68,191.03,104.42,256.52,0.82,-1,-1,-1
24,11,658.54,148.53,60.74,153.41,0.76,-1,-1,-1
24,12,578.00,135.90,45.93,143.41,0.75,-1,-1,-1
24,13,304.24,165.61,51.21,115.86,0.53,-1,-1,-1
24,14,294.63,201.83,109.39,304.38,0.85,-1,-1,-1
24,15,597.20,145.04,54.24,148.15,0.68,-1,-1,-1
24,16,1151.09,255.85,240.71,542.80,0.51,-1,-1,-1
24,17,-31.67,279.78,81.19,203.75,0.80,-1,-1,-1
24,18,497.17,143.55,43.04,126.93,0.46,-1,-1,-1
24,19,706.89,150.58,117.17,342.22,0.61,-1,-1,-1
